34.6236596245	78.0246928154
35.6236596245	43.894997524
36.6236596245	72.9021980271
37.6236596245	86.3085520955
38.6236596245	75.3443764369
39.6236596245	56.3163717815
40.6236596245	96.5114258849
41.6236596245	46.5540135412
42.6236596245	87.4205697193
43.6236596245	43.5333933107
44.6236596245	38.225278058
45.6236596245	30.6032632343
46.6236596245	76.4819633024
47.6236596245	97.7186919619
48.6236596245	76.0368108512
49.6236596245	89.2073501375
50.6236596245	52.7404697302
51.6236596245	46.6785741067
52.6236596245	92.9271378936
53.6236596245	47.5759636498
54.6236596245	42.8384383203
55.6236596245	65.7993659275
56.6236596245	48.8558115276
57.6236596245	44.2095285987
58.6236596245	68.9723599933
59.6236596245	69.9544579545
60.6236596245	44.8216289322
61.6236596245	38.8006703371
62.6236596245	50.2561078924
63.6236596245	64.9956809554
64.6236596245	72.8078873132
65.6236596245	57.0519839763
66.6236596245	63.1276237688
67.6236596245	69.4328601205
68.6236596245	71.1677480218
69.6236596245	52.2138858806
70.6236596245	98.8694357422
71.6236596245	80.9080605867
72.6236596245	41.5734152282
73.6236596245	75.237720336
74.6236596245	56.3080462161
75.6236596245	46.8562902635
76.6236596245	65.5689216056
77.6236596245	40.6182551597
78.6236596245	45.8227014578
79.6236596245	52.0609919484
80.6236596245	70.4582000018
81.6236596245	86.72782233
82.6236596245	96.7688241241
83.6236596245	88.6962925455
84.6236596245	74.1631193504
85.6236596245	60.9990309984
86.6236596245	43.3906018065
87.6236596245	60.3963424584
88.6236596245	49.8045388132
89.6236596245	59.8089509945
90.6236596245	68.8615727242
91.6236596245	95.5985476139
92.6236596245	69.8245712266
93.6236596245	78.4535622452
94.6236596245	85.7599366733
95.6236596245	47.0205139472
96.6236596245	39.2614725106
97.6236596245	49.5929738672
98.6236596245	66.4500861456
99.6236596245	41.0920980794
100.6236596245	97.5351854891
101.6236596245	51.8832118207
102.6236596245	92.1160608134
103.6236596245	60.9913940274
104.6236596245	43.3071730643
105.6236596245	78.0316880202
106.6236596245	96.2275929676
107.6236596245	73.0949980976
108.6236596245	75.8584483128
109.6236596245	72.3692519338
110.6236596245	88.4758649956
111.6236596245	75.8098595298
112.6236596245	42.5084094357
113.6236596245	42.7198785372
114.6236596245	69.8037888984
115.6236596245	45.6943068025
116.6236596245	66.5893531775
117.6236596245	59.5142819801
118.6236596245	90.9601478975
119.6236596245	85.5943071045
120.6236596245	78.8447860015
121.6236596245	90.4245389975
122.6236596245	96.6474271689
123.6236596245	60.769505256
124.6236596245	77.1591050907
125.6236596245	87.5087917648
126.6236596245	35.5707034723
127.6236596245	84.8451368493
128.6236596245	45.3582836109
129.6236596245	48.3802857973
130.6236596245	87.1038509403
131.6236596245	68.7754094721
132.6236596245	64.9319380069
133.6236596245	89.5298128951
